component_id,lot_id,device_variant,disposition_B,risk_B,driving_parameter,driving_headroom_frac,n_params_predicted,n_params_flagged,confidence,extrapolation_flag,reason_code,reason_text,contract_version,model_bundle_version,feature_set_version,train_data_version,generator_seed,split_version,inputs_max_epoch_h,run_id,predicted_at
C0291,L006,CMOS_A,MONITOR,0.0344,Output_Rise_Time_ns,0.9656,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0292,L006,CMOS_A,PASS,0.0821,Supply_Current_ICC_uA,0.9179,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0293,L006,CMOS_A,MONITOR,0.0495,Output_Rise_Time_ns,0.9725,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0294,L006,CMOS_A,PASS,0.0455,Propagation_Delay_ns,0.9545,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0295,L006,CMOS_A,MONITOR,0.0898,Output_Rise_Time_ns,0.9354,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0296,L006,CMOS_A,PASS,0.0715,Supply_Current_ICC_uA,0.9285,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0297,L006,CMOS_A,MONITOR,0.1268,Output_Rise_Time_ns,0.8778,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0298,L006,CMOS_A,MONITOR,0.1603,Output_Rise_Time_ns,0.9801,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0299,L006,CMOS_A,MONITOR,0.0508,Output_Rise_Time_ns,0.9635,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0300,L006,CMOS_A,PASS,0.0886,Supply_Current_ICC_uA,0.9114,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0301,L006,CMOS_A,MONITOR,0.6608,Propagation_Delay_ns,0.3392,6,3,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Propagation_Delay_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0302,L006,CMOS_A,PASS,0.0011,Output_Rise_Time_ns,0.9989,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0303,L006,CMOS_A,PASS,0.005,Output_Fall_Time_ns,0.995,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0304,L006,CMOS_A,MONITOR,0.2476,Output_Rise_Time_ns,0.966,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0305,L006,CMOS_A,MONITOR,0.1339,Output_Rise_Time_ns,0.9743,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0306,L006,CMOS_A,MONITOR,0.0868,Output_Rise_Time_ns,0.9527,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0307,L006,CMOS_A,PASS,0.1017,Supply_Current_ICC_uA,0.8983,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0308,L006,CMOS_A,PASS,0.0873,Supply_Current_ICC_uA,0.9127,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0309,L006,CMOS_A,MONITOR,0.0589,Output_Rise_Time_ns,0.9548,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0310,L006,CMOS_A,REJECT,1.0,Supply_Current_ICC_uA,-0.1901,6,3,LOW,True,B_LIMIT_CROSS_PREDICTED,Predicted 168 h Supply_Current_ICC_uA of 768.561 uA exceeds the 700.0 uA limit for CMOS_A.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0311,L006,CMOS_A,MONITOR,0.0225,Output_Rise_Time_ns,0.9837,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0312,L006,CMOS_A,PASS,0.1523,Supply_Current_ICC_uA,0.8477,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0313,L006,CMOS_A,MONITOR,0.0508,Output_Rise_Time_ns,0.9503,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0314,L006,CMOS_A,MONITOR,0.1135,Output_Rise_Time_ns,0.8865,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0315,L006,CMOS_A,MONITOR,0.0351,Output_Rise_Time_ns,0.9819,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0316,L006,CMOS_A,PASS,0.0056,Input_Leakage_Current_uA,0.9944,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0317,L006,CMOS_A,MONITOR,0.1296,Output_Rise_Time_ns,0.8704,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0318,L006,CMOS_A,PASS,0.0046,Input_Leakage_Current_uA,0.9954,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0319,L006,CMOS_A,PASS,0.0332,Propagation_Delay_ns,0.9668,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0320,L006,CMOS_A,MONITOR,0.0807,Output_Rise_Time_ns,0.9745,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0321,L006,CMOS_A,MONITOR,0.0369,Output_Rise_Time_ns,0.9631,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0322,L006,CMOS_A,MONITOR,0.0479,Output_Rise_Time_ns,0.956,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0323,L006,CMOS_A,MONITOR,0.0723,Output_Rise_Time_ns,0.9277,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0324,L006,CMOS_A,PASS,0.0658,Supply_Current_ICC_uA,0.9342,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0325,L006,CMOS_A,PASS,0.121,IDDQ_uA,0.879,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0326,L006,CMOS_A,PASS,0.0168,Input_Leakage_Current_uA,0.9832,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0327,L006,CMOS_A,PASS,0.0165,Supply_Current_ICC_uA,0.9835,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0328,L006,CMOS_A,MONITOR,0.0327,Output_Rise_Time_ns,0.9776,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0329,L006,CMOS_A,MONITOR,0.1156,Output_Rise_Time_ns,0.9688,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0330,L006,CMOS_A,PASS,0.0283,Output_Fall_Time_ns,0.9717,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0331,L006,CMOS_A,PASS,0.0077,Propagation_Delay_ns,0.9923,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0332,L006,CMOS_A,PASS,0.0363,Output_Fall_Time_ns,0.9637,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0333,L006,CMOS_A,PASS,0.0416,Output_Fall_Time_ns,0.9584,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0538,L011,CMOS_B,PASS,0.0,Input_Leakage_Current_uA,1.0025,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0539,L011,CMOS_B,PASS,0.1247,Output_Rise_Time_ns,0.8753,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0540,L011,CMOS_B,PASS,0.0602,Propagation_Delay_ns,0.9398,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0541,L011,CMOS_B,PASS,0.0413,Propagation_Delay_ns,0.9587,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0542,L011,CMOS_B,PASS,0.1092,Propagation_Delay_ns,0.8908,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0543,L011,CMOS_B,PASS,0.1291,Propagation_Delay_ns,0.8709,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0544,L011,CMOS_B,PASS,0.1496,Propagation_Delay_ns,0.8504,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0545,L011,CMOS_B,PASS,0.1107,Supply_Current_ICC_uA,0.8893,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0546,L011,CMOS_B,PASS,0.0778,Propagation_Delay_ns,0.9222,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0547,L011,CMOS_B,PASS,0.0793,Propagation_Delay_ns,0.9207,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0548,L011,CMOS_B,MONITOR,0.9814,Output_Fall_Time_ns,0.0186,6,2,NOMINAL,False,B_MARGIN_LOW,Predicted 168 h Output_Fall_Time_ns leaves only 1.9% of the headroom between the lot baseline and the 8.0 ns limit.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0549,L011,CMOS_B,PASS,0.0614,Output_Rise_Time_ns,0.9386,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0550,L011,CMOS_B,PASS,0.0604,Supply_Current_ICC_uA,0.9396,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0551,L011,CMOS_B,PASS,0.0486,Output_Fall_Time_ns,0.9514,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0552,L011,CMOS_B,PASS,0.0833,IDDQ_uA,0.9167,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0553,L011,CMOS_B,PASS,0.1911,Supply_Current_ICC_uA,0.8089,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0554,L011,CMOS_B,PASS,0.0919,Propagation_Delay_ns,0.9081,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0555,L011,CMOS_B,PASS,0.0882,Output_Rise_Time_ns,0.9118,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0556,L011,CMOS_B,PASS,0.0099,Input_Leakage_Current_uA,0.9901,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0557,L011,CMOS_B,PASS,0.0998,Supply_Current_ICC_uA,0.9002,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0558,L011,CMOS_B,PASS,0.1996,Supply_Current_ICC_uA,0.8004,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0559,L011,CMOS_B,PASS,0.0264,Supply_Current_ICC_uA,0.9736,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0560,L011,CMOS_B,PASS,0.05,Output_Rise_Time_ns,0.95,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0561,L011,CMOS_B,PASS,0.1082,Propagation_Delay_ns,0.8918,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0562,L011,CMOS_B,PASS,0.146,Propagation_Delay_ns,0.854,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0563,L011,CMOS_B,PASS,0.1176,Supply_Current_ICC_uA,0.8824,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0564,L011,CMOS_B,PASS,0.1058,Supply_Current_ICC_uA,0.8942,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0565,L011,CMOS_B,PASS,0.0364,Propagation_Delay_ns,0.9636,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0566,L011,CMOS_B,PASS,0.134,Propagation_Delay_ns,0.866,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
